time,ax,ay,az,wx,wy,wz,
0.017843,0.0000,0.0000,0.0000,-0.0195,0.0031,0.0257,
0.031266,0.0000,0.0000,0.0000,-0.0195,0.0031,0.0257,
0.057842,0.0000,0.0000,0.0000,-0.0195,0.0031,0.0257,
0.058497,0.0000,0.0000,0.0000,-0.0195,0.0031,0.0257,
0.072141,0.0000,0.0000,0.0000,-0.0195,0.0031,0.0257,
0.097966,0.0000,0.0000,0.0000,-0.0226,0.0183,0.0018,
0.111859,0.0000,0.0000,0.0000,-0.0226,0.0183,0.0018,
0.112478,0.0009,0.0352,0.0074,-0.0226,0.0183,0.0018,
0.113183,0.0009,0.0352,0.0074,-0.0440,0.0140,0.0165,
0.137915,0.0009,0.0352,0.0074,-0.0519,0.0134,0.0202,
0.152790,0.0009,0.0352,0.0074,-0.0458,0.0202,0.0018,
0.178443,0.0009,0.0352,0.0074,-0.0458,0.0202,0.0018,
0.179098,0.0142,-0.1608,0.0969,-0.0458,0.0202,0.0018,
0.179780,0.0142,-0.1608,0.0969,-0.0232,0.0079,-0.0128,
0.191925,0.0142,-0.1608,0.0969,-0.0116,-0.0067,-0.0067,
0.218943,0.0142,-0.1608,0.0969,0.0043,-0.0092,-0.0018,
0.232102,0.0142,-0.1608,0.0969,0.0043,-0.0092,-0.0018,
0.232742,0.0810,0.1272,0.0202,0.0043,-0.0092,-0.0018,
0.233477,0.0810,0.1272,0.0202,0.0415,-0.0531,0.0849,
0.258974,0.0810,0.1272,0.0202,0.0397,-0.0116,0.0232,
0.272001,0.0810,0.1272,0.0202,0.0397,-0.0177,0.0257,
0.298328,0.0810,0.1272,0.0202,0.0397,-0.0177,0.0257,
0.298813,0.0150,-0.1037,0.0760,0.0397,-0.0177,0.0257,
0.299377,0.0150,-0.1037,0.0760,0.0635,-0.0202,0.0073,
0.311897,0.0150,-0.1037,0.0760,0.0929,-0.0489,0.0140,
0.338054,0.0150,-0.1037,0.0760,0.0709,-0.0195,0.0073,
0.352353,0.0150,-0.1037,0.0760,0.0709,-0.0195,0.0073,
0.353023,-0.0385,-0.0022,-0.1469,0.0709,-0.0195,0.0073,
0.353492,-0.0385,-0.0022,-0.1469,0.0544,-0.0018,-0.0006,
0.378218,-0.0385,-0.0022,-0.1469,0.0605,-0.0159,-0.0061,
0.392262,-0.0385,-0.0022,-0.1469,0.0672,-0.0397,-0.0153,
0.419077,-0.0385,-0.0022,-0.1469,0.0672,-0.0397,-0.0153,
0.419719,-0.0265,-0.0883,0.0556,0.0672,-0.0397,-0.0153,
0.420420,-0.0265,-0.0883,0.0556,0.0751,-0.0483,-0.0238,
0.431913,-0.0265,-0.0883,0.0556,0.0880,-0.0507,-0.0299,
0.459059,-0.0265,-0.0883,0.0556,0.0941,-0.0495,-0.0360,
0.472035,-0.0265,-0.0883,0.0556,0.0941,-0.0495,-0.0360,
0.472564,-0.0009,0.1306,-0.0737,0.0941,-0.0495,-0.0360,
0.473153,-0.0009,0.1306,-0.0737,0.0929,-0.0336,-0.0324,
0.497999,-0.0009,0.1306,-0.0737,0.0800,-0.0263,-0.0232,
0.511721,-0.0009,0.1306,-0.0737,0.0702,-0.0238,-0.0220,
0.538467,-0.0009,0.1306,-0.0737,0.0702,-0.0238,-0.0220,
0.539149,0.0004,-0.1890,0.1109,0.0702,-0.0238,-0.0220,
0.539962,0.0004,-0.1890,0.1109,0.0831,-0.0428,-0.0281,
0.552233,0.0004,-0.1890,0.1109,0.1100,-0.0635,-0.0348,
0.578334,0.0004,-0.1890,0.1109,0.1185,-0.0635,-0.0318,
0.591407,0.0004,-0.1890,0.1109,0.1185,-0.0635,-0.0318,
0.591972,-0.0119,0.0859,-0.0545,0.1185,-0.0635,-0.0318,
0.592521,-0.0119,0.0859,-0.0545,0.1045,-0.0660,-0.0269,
0.618958,-0.0119,0.0859,-0.0545,0.0788,-0.0696,-0.0263,
0.632260,-0.0119,0.0859,-0.0545,0.0611,-0.0623,-0.0312,
0.659451,-0.0119,0.0859,-0.0545,0.0611,-0.0623,-0.0312,
0.660361,0.0663,-0.1749,0.1124,0.0611,-0.0623,-0.0312,
0.661609,0.0663,-0.1749,0.1124,0.0696,-0.0550,-0.0367,
0.671878,0.0663,-0.1749,0.1124,0.0916,-0.0696,-0.0452,
0.699092,0.0663,-0.1749,0.1124,0.1026,-0.1179,-0.0495,
0.712510,0.0663,-0.1749,0.1124,0.1026,-0.1179,-0.0495,
0.713731,-0.1718,0.1209,-0.1437,0.1026,-0.1179,-0.0495,
0.714878,-0.1718,0.1209,-0.1437,0.0867,-0.1442,-0.0458,
0.738039,-0.1718,0.1209,-0.1437,0.0507,-0.1454,-0.0385,
0.752747,-0.1718,0.1209,-0.1437,0.0232,-0.1387,-0.0330,
0.778822,-0.1718,0.1209,-0.1437,0.0232,-0.1387,-0.0330,
0.779778,-0.0250,-0.1572,0.1124,0.0232,-0.1387,-0.0330,
0.780781,-0.0250,-0.1572,0.1124,0.0183,-0.1423,-0.0330,
0.792290,-0.0250,-0.1572,0.1124,0.0470,-0.1429,-0.0415,
0.819979,-0.0250,-0.1572,0.1124,0.0819,-0.1442,-0.0458,
0.832865,-0.0250,-0.1572,0.1124,0.0819,-0.1442,-0.0458,
0.833766,0.2980,0.1314,-0.1174,0.0819,-0.1442,-0.0458,
0.834681,0.2980,0.1314,-0.1174,0.0739,-0.1289,-0.0525,
0.859232,0.2980,0.1314,-0.1174,0.0525,-0.1289,-0.0623,
0.872299,0.2980,0.1314,-0.1174,0.0336,-0.1411,-0.0593,
0.898916,0.2980,0.1314,-0.1174,0.0336,-0.1411,-0.0593,
0.899769,-0.1020,-0.0932,-0.0999,0.0336,-0.1411,-0.0593,
0.900763,-0.1020,-0.0932,-0.0999,0.0018,-0.1081,-0.0446,
0.912613,-0.1020,-0.0932,-0.0999,0.0250,-0.0519,-0.0257,
0.938004,-0.1020,-0.0932,-0.0999,0.0696,-0.0305,-0.0140,
0.952063,-0.1020,-0.0932,-0.0999,0.0696,-0.0305,-0.0140,
0.952774,-0.0465,0.0444,0.0652,0.0696,-0.0305,-0.0140,
0.953556,-0.0465,0.0444,0.0652,0.0831,-0.0580,-0.0086,
0.977686,-0.0465,0.0444,0.0652,0.0641,-0.0819,-0.0110,
0.991244,-0.0465,0.0444,0.0652,0.0623,-0.0886,-0.0220,
1.017956,-0.0465,0.0444,0.0652,0.0623,-0.0886,-0.0220,
1.019130,0.0910,-0.0321,-0.0468,0.0623,-0.0886,-0.0220,
1.019872,0.0910,-0.0321,-0.0468,0.0727,-0.0959,-0.0330,
1.031367,0.0910,-0.0321,-0.0468,0.0727,-0.1057,-0.0458,
1.057520,0.0910,-0.0321,-0.0468,0.0305,-0.0996,-0.0421,
1.071780,0.0910,-0.0321,-0.0468,0.0305,-0.0996,-0.0421,
1.072741,0.0571,0.0888,-0.2332,0.0305,-0.0996,-0.0421,
1.074071,0.0571,0.0888,-0.2332,-0.0263,-0.0696,-0.0305,
1.097884,0.0571,0.0888,-0.2332,-0.0660,-0.0208,-0.0153,
1.111208,0.0571,0.0888,-0.2332,-0.0470,0.0043,-0.0043,
1.137844,0.0571,0.0888,-0.2332,-0.0470,0.0043,-0.0043,
1.138611,0.0571,0.0888,-0.2332,-0.0147,0.0244,0.0098,
1.139198,-0.1392,-0.1889,0.1894,-0.0147,0.0244,0.0098,
1.152192,-0.1392,-0.1889,0.1894,0.0000,0.0415,0.0238,
1.178198,-0.1392,-0.1889,0.1894,0.0079,0.0562,0.0379,
1.192031,-0.1392,-0.1889,0.1894,0.0079,0.0562,0.0379,
1.193154,0.1681,0.0774,-0.0443,0.0079,0.0562,0.0379,
1.194235,0.1681,0.0774,-0.0443,0.0189,0.0648,0.0397,
1.218376,0.1681,0.0774,-0.0443,0.0134,0.0635,0.0330,
1.232068,0.1681,0.0774,-0.0443,-0.0037,0.0764,0.0281,
1.259669,0.1681,0.0774,-0.0443,-0.0037,0.0764,0.0281,
1.260745,0.0214,-0.0319,-0.1137,-0.0037,0.0764,0.0281,
1.261947,0.0214,-0.0319,-0.1137,-0.0257,0.0983,0.0238,
1.272200,0.0214,-0.0319,-0.1137,-0.0391,0.1038,0.0312,
1.299106,0.0214,-0.0319,-0.1137,-0.0391,0.0977,0.0385,
1.312210,0.0214,-0.0319,-0.1137,-0.0391,0.0977,0.0385,
1.313518,0.0197,-0.0401,0.0138,-0.0391,0.0977,0.0385,
1.314746,0.0197,-0.0401,0.0138,-0.0324,0.0867,0.0470,
1.338550,0.0197,-0.0401,0.0138,-0.0250,0.0855,0.0440,
1.352619,0.0197,-0.0401,0.0138,-0.0037,0.0971,0.0409,
1.379599,0.0197,-0.0401,0.0138,-0.0037,0.0971,0.0409,
1.380583,0.0053,0.0719,-0.0995,-0.0037,0.0971,0.0409,
1.381716,0.0053,0.0719,-0.0995,-0.0037,0.1087,0.0458,
1.392233,0.0053,0.0719,-0.0995,-0.0373,0.1203,0.0501,
1.419338,0.0053,0.0719,-0.0995,-0.0452,0.1093,0.0483,
1.432540,0.0053,0.0719,-0.0995,-0.0452,0.1093,0.0483,
1.433800,0.0079,-0.0251,-0.1605,-0.0452,0.1093,0.0483,
1.434683,0.0079,-0.0251,-0.1605,-0.0574,0.0935,0.0458,
1.462012,0.0079,-0.0251,-0.1605,-0.0977,0.0886,0.0385,
1.472037,0.0079,-0.0251,-0.1605,-0.0776,0.1038,0.0299,
1.497555,0.0079,-0.0251,-0.1605,-0.0776,0.1038,0.0299,
1.498179,0.0312,-0.0021,0.2039,-0.0776,0.1038,0.0299,
1.498790,0.0312,-0.0021,0.2039,-0.0269,0.0977,0.0257,
1.511148,0.0312,-0.0021,0.2039,-0.0354,0.0709,0.0269,
1.537576,0.0312,-0.0021,0.2039,-0.0831,0.0464,0.0238,
1.552395,0.0312,-0.0021,0.2039,-0.0831,0.0464,0.0238,
1.553256,-0.0375,-0.1157,0.0923,-0.0831,0.0464,0.0238,
1.554165,-0.0375,-0.1157,0.0923,-0.0898,0.0464,0.0177,
1.578325,-0.0375,-0.1157,0.0923,-0.0446,0.0476,0.0147,
1.592292,-0.0375,-0.1157,0.0923,-0.0055,0.0476,0.0159,
1.620029,-0.0375,-0.1157,0.0923,-0.0055,0.0476,0.0159,
1.621337,-0.0196,0.0186,-0.0806,-0.0055,0.0476,0.0159,
1.622384,-0.0196,0.0186,-0.0806,0.0079,0.0397,0.0153,
1.632047,-0.0196,0.0186,-0.0806,-0.0202,0.0202,0.0110,
1.659222,-0.0196,0.0186,-0.0806,-0.0440,0.0043,0.0098,
1.672092,-0.0196,0.0186,-0.0806,-0.0440,0.0043,0.0098,
1.673910,-0.0630,0.0422,0.0305,-0.0440,0.0043,0.0098,
1.674977,-0.0630,0.0422,0.0305,-0.0470,0.0000,0.0079,
1.697858,-0.0630,0.0422,0.0305,-0.0483,-0.0061,0.0006,
1.711964,-0.0630,0.0422,0.0305,-0.0483,-0.0061,0.0006,
1.712676,0.1096,-0.1362,0.0360,-0.0483,-0.0061,0.0006,
1.713470,0.1096,-0.1362,0.0360,-0.0495,-0.0238,-0.0037,
1.738180,0.1096,-0.1362,0.0360,-0.0495,-0.0238,-0.0037,
1.739000,0.0421,-0.1416,0.0408,-0.0495,-0.0238,-0.0037,
1.739948,0.0421,-0.1416,0.0408,-0.0495,-0.0250,-0.0049,
1.751352,0.0421,-0.1416,0.0408,-0.0495,-0.0250,-0.0049,
1.752008,-0.0203,-0.0560,0.0647,-0.0495,-0.0250,-0.0049,
1.752545,-0.0203,-0.0560,0.0647,-0.0397,-0.0024,-0.0061,
1.779424,-0.0203,-0.0560,0.0647,-0.0397,-0.0024,-0.0061,
1.780690,-0.0527,0.0221,0.0712,-0.0397,-0.0024,-0.0061,
1.781597,-0.0527,0.0221,0.0712,-0.0299,0.0189,-0.0043,
1.791691,-0.0527,0.0221,0.0712,-0.0299,0.0189,-0.0043,
1.792444,-0.0629,0.0304,0.0506,-0.0299,0.0189,-0.0043,
1.793531,-0.0629,0.0304,0.0506,-0.0281,0.0214,-0.0049,
1.818316,-0.0629,0.0304,0.0506,-0.0281,0.0214,-0.0049,
1.819294,-0.0394,0.0291,0.0448,-0.0281,0.0214,-0.0049,
1.820226,-0.0394,0.0291,0.0448,-0.0281,0.0140,-0.0024,
1.831840,-0.0394,0.0291,0.0448,-0.0281,0.0140,-0.0024,
1.832723,-0.0119,-0.0106,0.0366,-0.0281,0.0140,-0.0024,
1.833772,-0.0119,-0.0106,0.0366,-0.0226,0.0018,-0.0012,
1.858917,-0.0119,-0.0106,0.0366,-0.0226,0.0018,-0.0012,
1.859767,-0.0137,-0.0216,0.0247,-0.0226,0.0018,-0.0012,
1.860378,-0.0137,-0.0216,0.0247,-0.0232,-0.0122,-0.0031,
1.871660,-0.0137,-0.0216,0.0247,-0.0232,-0.0122,-0.0031,
1.872608,-0.0491,-0.0279,0.0963,-0.0232,-0.0122,-0.0031,
1.873910,-0.0491,-0.0279,0.0963,-0.0305,-0.0128,-0.0037,
1.898165,-0.0491,-0.0279,0.0963,-0.0305,-0.0128,-0.0037,
1.899097,-0.0431,-0.1219,0.2857,-0.0305,-0.0128,-0.0037,
1.900183,-0.0431,-0.1219,0.2857,-0.0183,-0.0086,-0.0043,
1.911841,-0.0431,-0.1219,0.2857,-0.0183,-0.0086,-0.0043,
1.912839,-0.0612,-0.1288,0.1995,-0.0183,-0.0086,-0.0043,
1.914801,-0.0612,-0.1288,0.1995,0.0232,-0.0110,-0.0092,
1.938221,-0.0612,-0.1288,0.1995,0.0232,-0.0110,-0.0092,
1.939348,-0.0682,-0.0551,-0.0425,0.0232,-0.0110,-0.0092,
1.940470,-0.0682,-0.0551,-0.0425,0.0342,-0.0189,-0.0079,
1.952090,-0.0682,-0.0551,-0.0425,0.0342,-0.0189,-0.0079,
1.953085,0.0169,-0.0107,-0.0084,0.0342,-0.0189,-0.0079,
1.954180,0.0169,-0.0107,-0.0084,0.0195,-0.0189,-0.0134,
1.978555,0.0169,-0.0107,-0.0084,0.0195,-0.0189,-0.0134,
1.979615,0.0332,0.0390,0.0495,0.0195,-0.0189,-0.0134,
1.980440,0.0332,0.0390,0.0495,0.0269,-0.0342,-0.0134,
1.992283,0.0332,0.0390,0.0495,0.0269,-0.0342,-0.0134,
1.993407,-0.0179,0.1120,-0.2654,0.0269,-0.0342,-0.0134,
1.994629,-0.0179,0.1120,-0.2654,0.0018,-0.0513,-0.0110,
2.019000,-0.0179,0.1120,-0.2654,0.0018,-0.0513,-0.0110,
2.019974,-0.1054,0.0133,-0.2314,0.0018,-0.0513,-0.0110,
2.021199,-0.1054,0.0133,-0.2314,-0.0385,-0.0354,-0.0104,
2.033100,-0.1054,0.0133,-0.2314,-0.0385,-0.0354,-0.0104,
2.033995,-0.0893,-0.1125,0.0116,-0.0385,-0.0354,-0.0104,
2.034812,-0.0893,-0.1125,0.0116,-0.0360,-0.0116,-0.0134,
2.059789,-0.0893,-0.1125,0.0116,-0.0360,-0.0116,-0.0134,
2.060729,-0.0506,-0.0515,0.0864,-0.0360,-0.0116,-0.0134,
2.061785,-0.0506,-0.0515,0.0864,-0.0037,-0.0379,-0.0177,
2.072440,-0.0506,-0.0515,0.0864,-0.0037,-0.0379,-0.0177,
2.073392,0.0115,0.0850,0.0620,-0.0037,-0.0379,-0.0177,
2.074069,0.0115,0.0850,0.0620,-0.0043,-0.0513,-0.0153,
2.098981,0.0115,0.0850,0.0620,-0.0043,-0.0513,-0.0153,
2.099864,0.0365,0.0612,0.0638,-0.0043,-0.0513,-0.0153,
2.100997,0.0365,0.0612,0.0638,-0.0128,-0.0373,-0.0098,
2.120457,0.0365,0.0612,0.0638,-0.0128,-0.0373,-0.0098,
2.121664,0.0609,-0.0509,0.0279,-0.0128,-0.0373,-0.0098,
2.122629,0.0609,-0.0509,0.0279,-0.0128,-0.0305,-0.0116,
2.146605,0.0609,-0.0509,0.0279,-0.0128,-0.0305,-0.0116,
2.147479,0.0140,-0.1319,0.0040,-0.0128,-0.0305,-0.0116,
2.148134,0.0140,-0.1319,0.0040,-0.0122,-0.0409,-0.0171,
2.163307,0.0140,-0.1319,0.0040,-0.0122,-0.0409,-0.0171,
2.164284,-0.0203,-0.1434,0.0657,-0.0122,-0.0409,-0.0171,
2.165500,-0.0203,-0.1434,0.0657,-0.0067,-0.0342,-0.0189,
2.178925,-0.0203,-0.1434,0.0657,-0.0067,-0.0342,-0.0189,
2.179926,-0.0060,-0.0329,0.0328,-0.0067,-0.0342,-0.0189,
2.181197,-0.0060,-0.0329,0.0328,0.0043,-0.0238,-0.0171,
2.195605,-0.0060,-0.0329,0.0328,0.0043,-0.0238,-0.0171,
2.196624,0.0488,0.0579,-0.0097,0.0043,-0.0238,-0.0171,
2.197828,0.0488,0.0579,-0.0097,0.0134,-0.0220,-0.0147,
2.218082,0.0488,0.0579,-0.0097,0.0134,-0.0220,-0.0147,
2.218806,0.0720,0.0884,-0.0787,0.0134,-0.0220,-0.0147,
2.219619,0.0720,0.0884,-0.0787,0.0226,-0.0299,-0.0195,
2.237632,0.0720,0.0884,-0.0787,0.0226,-0.0299,-0.0195,
2.238519,0.0190,0.0394,-0.1501,0.0226,-0.0299,-0.0195,
2.239466,0.0190,0.0394,-0.1501,0.0202,-0.0415,-0.0232,
2.262764,0.0190,0.0394,-0.1501,0.0202,-0.0415,-0.0232,
2.263668,-0.0333,-0.0286,-0.0616,0.0202,-0.0415,-0.0232,
2.264549,-0.0333,-0.0286,-0.0616,0.0067,-0.0440,-0.0220,
2.273259,-0.0333,-0.0286,-0.0616,0.0067,-0.0440,-0.0220,
2.274061,-0.0022,-0.0841,0.0502,0.0067,-0.0440,-0.0220,
2.275040,-0.0022,-0.0841,0.0502,0.0037,-0.0324,-0.0159,
2.299422,-0.0022,-0.0841,0.0502,0.0037,-0.0324,-0.0159,
2.300211,0.0542,-0.0626,0.1176,0.0037,-0.0324,-0.0159,
2.300811,0.0542,-0.0626,0.1176,0.0208,-0.0147,-0.0098,
2.313541,0.0542,-0.0626,0.1176,0.0208,-0.0147,-0.0098,
2.314291,0.0858,-0.0345,0.1040,0.0208,-0.0147,-0.0098,
2.315332,0.0858,-0.0345,0.1040,0.0397,-0.0067,-0.0122,
2.339022,0.0858,-0.0345,0.1040,0.0397,-0.0067,-0.0122,
2.339707,0.0202,-0.0071,0.0436,0.0397,-0.0067,-0.0122,
2.340356,0.0202,-0.0071,0.0436,0.0593,-0.0183,-0.0147,
2.353503,0.0202,-0.0071,0.0436,0.0593,-0.0183,-0.0147,
2.354396,0.0202,-0.0071,0.0436,0.0702,-0.0275,-0.0128,
2.355044,-0.0736,0.0146,-0.0220,0.0702,-0.0275,-0.0128,
2.381159,-0.0736,0.0146,-0.0220,0.0702,-0.0275,-0.0128,
2.382130,-0.0744,-0.0072,-0.0779,0.0702,-0.0275,-0.0128,
2.382963,-0.0744,-0.0072,-0.0779,0.0660,-0.0220,-0.0079,
2.392790,-0.0744,-0.0072,-0.0779,0.0660,-0.0220,-0.0079,
2.393797,-0.0114,-0.0335,-0.0317,0.0660,-0.0220,-0.0079,
2.394811,-0.0114,-0.0335,-0.0317,0.0538,-0.0086,-0.0018,
2.418531,-0.0114,-0.0335,-0.0317,0.0538,-0.0086,-0.0018,
2.419412,0.0891,-0.0378,0.0287,0.0538,-0.0086,-0.0018,
2.420246,0.0891,-0.0378,0.0287,0.0519,-0.0122,-0.0024,
2.432249,0.0891,-0.0378,0.0287,0.0519,-0.0122,-0.0024,
2.432914,0.0951,-0.0060,0.0234,0.0519,-0.0122,-0.0024,
2.434072,0.0951,-0.0060,0.0234,0.0623,-0.0244,-0.0098,
2.458818,0.0951,-0.0060,0.0234,0.0623,-0.0244,-0.0098,
2.459636,0.0140,0.0134,-0.0392,0.0623,-0.0244,-0.0098,
2.460306,0.0140,0.0134,-0.0392,0.0629,-0.0263,-0.0159,
2.471833,0.0140,0.0134,-0.0392,0.0629,-0.0263,-0.0159,
2.472648,-0.0272,0.0279,0.0085,0.0629,-0.0263,-0.0159,
2.473191,-0.0272,0.0279,0.0085,0.0648,-0.0244,-0.0177,
2.497041,-0.0272,0.0279,0.0085,0.0648,-0.0244,-0.0177,
2.497661,0.0014,0.0160,-0.0127,0.0648,-0.0244,-0.0177,
2.498193,0.0014,0.0160,-0.0127,0.0739,-0.0348,-0.0177,
2.511640,0.0014,0.0160,-0.0127,0.0739,-0.0348,-0.0177,
2.512344,-0.0204,0.0228,-0.1800,0.0739,-0.0348,-0.0177,
2.513772,-0.0204,0.0228,-0.1800,0.0611,-0.0293,-0.0092,
2.538678,-0.0204,0.0228,-0.1800,0.0611,-0.0293,-0.0092,
2.539515,0.0469,-0.0418,-0.1311,0.0611,-0.0293,-0.0092,
2.540481,0.0469,-0.0418,-0.1311,0.0287,-0.0147,-0.0067,
2.553419,0.0469,-0.0418,-0.1311,0.0287,-0.0147,-0.0067,
2.554305,0.0451,-0.0955,0.0732,0.0287,-0.0147,-0.0067,
2.555001,0.0451,-0.0955,0.0732,0.0312,-0.0116,-0.0159,
2.581561,0.0451,-0.0955,0.0732,0.0312,-0.0116,-0.0159,
2.582425,0.0451,-0.0955,0.0732,0.0324,-0.0324,-0.0177,
2.583063,-0.0289,0.0111,-0.0786,0.0324,-0.0324,-0.0177,
2.592528,-0.0289,0.0111,-0.0786,0.0324,-0.0324,-0.0177,
2.593604,-0.0864,0.0697,-0.0003,0.0324,-0.0324,-0.0177,
2.594427,-0.0864,0.0697,-0.0003,0.0177,-0.0312,-0.0195,
2.618856,-0.0864,0.0697,-0.0003,0.0177,-0.0312,-0.0195,
2.619719,-0.0667,-0.0267,0.1322,0.0177,-0.0312,-0.0195,
2.620699,-0.0667,-0.0267,0.1322,0.0446,-0.0263,-0.0208,
2.632027,-0.0667,-0.0267,0.1322,0.0446,-0.0263,-0.0208,
2.632990,-0.0507,-0.0736,0.0390,0.0446,-0.0263,-0.0208,
2.633637,-0.0507,-0.0736,0.0390,0.0806,-0.0348,-0.0208,
2.657822,-0.0507,-0.0736,0.0390,0.0806,-0.0348,-0.0208,
2.658670,-0.0021,-0.0811,-0.0081,0.0806,-0.0348,-0.0208,
2.659589,-0.0021,-0.0811,-0.0081,0.0696,-0.0476,-0.0153,
2.672143,-0.0021,-0.0811,-0.0081,0.0696,-0.0476,-0.0153,
2.673111,-0.0021,-0.0811,-0.0081,0.0580,-0.0403,-0.0104,
2.673910,0.0376,-0.0619,0.0074,0.0580,-0.0403,-0.0104,
2.698891,0.0376,-0.0619,0.0074,0.0580,-0.0403,-0.0104,
2.699759,0.0477,0.0103,-0.0532,0.0580,-0.0403,-0.0104,
2.700802,0.0477,0.0103,-0.0532,0.0684,-0.0214,-0.0110,
2.716875,0.0477,0.0103,-0.0532,0.0684,-0.0214,-0.0110,
2.717840,0.0418,0.0703,-0.1093,0.0684,-0.0214,-0.0110,
2.718715,0.0418,0.0703,-0.1093,0.0745,-0.0202,-0.0153,
2.738801,0.0418,0.0703,-0.1093,0.0745,-0.0202,-0.0153,
2.739624,-0.0206,0.0581,-0.0923,0.0745,-0.0202,-0.0153,
2.740518,-0.0206,0.0581,-0.0923,0.0678,-0.0202,-0.0159,
2.752129,-0.0206,0.0581,-0.0923,0.0678,-0.0202,-0.0159,
2.753024,-0.0278,0.0175,-0.0646,0.0678,-0.0202,-0.0159,
2.753773,-0.0278,0.0175,-0.0646,0.0580,-0.0189,-0.0110,
2.778933,-0.0278,0.0175,-0.0646,0.0580,-0.0189,-0.0110,
2.780166,0.0144,-0.0323,-0.0101,0.0580,-0.0189,-0.0110,
2.781051,0.0144,-0.0323,-0.0101,0.0525,-0.0189,-0.0079,
2.792565,0.0144,-0.0323,-0.0101,0.0525,-0.0189,-0.0079,
2.793571,0.0462,-0.0556,0.0383,0.0525,-0.0189,-0.0079,
2.794119,0.0462,-0.0556,0.0383,0.0617,-0.0189,-0.0116,
2.819051,0.0462,-0.0556,0.0383,0.0617,-0.0189,-0.0116,
2.819998,0.0710,-0.0168,0.0019,0.0617,-0.0189,-0.0116,
2.820652,0.0710,-0.0168,0.0019,0.0709,-0.0220,-0.0153,
2.832043,0.0710,-0.0168,0.0019,0.0709,-0.0220,-0.0153,
2.833087,0.0247,-0.0215,-0.1039,0.0709,-0.0220,-0.0153,
2.833993,0.0247,-0.0215,-0.1039,0.0696,-0.0195,-0.0183,
2.859646,0.0247,-0.0215,-0.1039,0.0696,-0.0195,-0.0183,
2.860389,-0.0467,-0.0597,-0.0735,0.0696,-0.0195,-0.0183,
2.861125,-0.0467,-0.0597,-0.0735,0.0562,-0.0147,-0.0171,
2.876080,-0.0467,-0.0597,-0.0735,0.0562,-0.0147,-0.0171,
2.877060,-0.0940,-0.0640,-0.0075,0.0562,-0.0147,-0.0171,
2.878326,-0.0940,-0.0640,-0.0075,0.0550,-0.0092,-0.0110,
2.899920,-0.0940,-0.0640,-0.0075,0.0550,-0.0092,-0.0110,
2.900901,-0.0820,0.0157,0.0102,0.0550,-0.0092,-0.0110,
2.902092,-0.0820,0.0157,0.0102,0.0568,-0.0067,-0.0055,
2.918148,-0.0820,0.0157,0.0102,0.0568,-0.0067,-0.0055,
2.918875,-0.0421,0.0642,-0.0030,0.0568,-0.0067,-0.0055,
2.919576,-0.0421,0.0642,-0.0030,0.0586,-0.0122,-0.0079,
2.942676,-0.0421,0.0642,-0.0030,0.0586,-0.0122,-0.0079,
2.943454,-0.0757,0.0216,-0.0825,0.0586,-0.0122,-0.0079,
2.944217,-0.0757,0.0216,-0.0825,0.0544,-0.0293,-0.0128,
2.959454,-0.0757,0.0216,-0.0825,0.0544,-0.0293,-0.0128,
2.960260,-0.0757,0.0216,-0.0825,0.0415,-0.0330,-0.0116,
2.960843,-0.0984,-0.0042,-0.0879,0.0415,-0.0330,-0.0116,
2.978534,-0.0984,-0.0042,-0.0879,0.0415,-0.0330,-0.0116,
2.979446,-0.0437,-0.0151,-0.0077,0.0415,-0.0330,-0.0116,
2.980064,-0.0437,-0.0151,-0.0077,0.0250,-0.0312,-0.0086,
2.995705,-0.0437,-0.0151,-0.0077,0.0250,-0.0312,-0.0086,
2.996534,0.0148,-0.0614,0.0641,0.0250,-0.0312,-0.0086,
2.997459,0.0148,-0.0614,0.0641,0.0263,-0.0312,-0.0122,
3.021949,0.0148,-0.0614,0.0641,0.0263,-0.0312,-0.0122,
3.022745,0.0045,-0.0574,0.0546,0.0263,-0.0312,-0.0122,
3.023481,0.0045,-0.0574,0.0546,0.0397,-0.0293,-0.0183,
3.031460,0.0045,-0.0574,0.0546,0.0397,-0.0293,-0.0183,
3.032268,-0.0405,-0.0179,-0.0192,0.0397,-0.0293,-0.0183,
3.032863,-0.0405,-0.0179,-0.0192,0.0458,-0.0244,-0.0226,
3.062337,-0.0405,-0.0179,-0.0192,0.0458,-0.0244,-0.0226,
3.063142,-0.0673,0.0046,-0.0845,0.0458,-0.0244,-0.0226,
3.063923,-0.0673,0.0046,-0.0845,0.0373,-0.0312,-0.0202,
3.071753,-0.0673,0.0046,-0.0845,0.0373,-0.0312,-0.0202,
3.072645,-0.0562,0.0153,-0.1100,0.0373,-0.0312,-0.0202,
3.078056,-0.0562,0.0153,-0.1100,0.0116,-0.0348,-0.0177,
3.104119,-0.0562,0.0153,-0.1100,0.0116,-0.0348,-0.0177,
3.105153,-0.0105,-0.0259,0.0313,0.0116,-0.0348,-0.0177,
3.106099,-0.0105,-0.0259,0.0313,0.0037,-0.0360,-0.0214,
3.112064,-0.0105,-0.0259,0.0313,0.0037,-0.0360,-0.0214,
3.113092,-0.0240,-0.0165,-0.0324,0.0037,-0.0360,-0.0214,
3.113861,-0.0240,-0.0165,-0.0324,0.0098,-0.0336,-0.0275,
3.145951,-0.0240,-0.0165,-0.0324,0.0098,-0.0336,-0.0275,
