time,acc_x,acc_y,acc_z,roll,pitch,yaw
0.007829492795418532,0.002632564981728343,-0.006450989026856586,0.007638752121919246,-0.0020415321549753646,0.003172971564071883,0.005598914651188882
0.015121125434820974,-0.0008786266553373382,-0.0035169388420650287,0.0024201155114442485,-0.002821821887575262,0.004269305596252201,0.005774404323123034
0.023572896722014472,0.008010251502392094,0.010967710127302188,-0.012487061815277582,-0.004777080235652813,-0.0011936718657834348,0.0013665410409222818
0.031270725003272666,0.07738399725111036,0.03546245806276247,0.008515579283052905,-0.0017495989003701255,0.0038013807824079596,0.008326765883733841
0.039132618886161215,0.0890494664411871,0.04248899124259794,0.0013287563564285234,-0.002355660689674406,-0.0070198106784092155,0.0009438733081678693
0.04766667060066109,0.0368094468758131,-0.012051710859393973,-0.035221492212391806,0.0074555989229142475,-0.008158613533360852,0.0037162548143090963
0.054897938979313395,0.042699704288448416,-0.013161195474713875,-0.03791267844612971,0.030551444476081123,0.032922415183370295,0.012307990464357122
0.06270743584948477,0.03961794777611198,-0.002678145985878773,-0.029105228673881232,0.01650503208083413,0.021904058543082174,0.02399103356378577
0.07173314852462494,0.012870514057617766,-0.031525136314136566,-0.02904311480988394,0.02288320175644265,0.03080346385697133,0.023550797567692575
0.08020069490045101,0.01683471971272485,-0.012811650043990678,-0.024656771112713742,0.027675491723369423,0.03782517661977355,0.004973723605657706
0.08823222831937237,0.008294708570589707,-0.0036896825115580855,-0.019892357270185877,0.022299432601509944,0.03282623125099593,0.00856822621831601
0.09649401262631306,-0.0010249582356407008,-0.0017387857129531423,-0.01323881260209201,0.025691432621920692,0.0375225695655035,0.00792732342316084
0.10377755845967995,-0.0033265045167943813,-0.00048051673993147834,-0.004023101655337305,0.029102534599908532,0.01919357647399757,0.013071398584177921
0.11292796850017998,-0.013412158832430653,0.0031608499195041346,-0.0062831082765702,0.018513200839843386,0.036380513105290474,0.006838460967378711
0.12183760165466076,-0.010238447009451089,0.010738999184133523,-0.007356535828833203,0.03005048656689773,0.021205963710319665,0.002141239008187739
0.1302437558111912,-0.009358114634350177,0.018819571527061874,0.005659004410503077,0.028200701221060116,0.01256897209779486,0.010818178989287965
0.13859253630109578,-0.012789738916110809,0.018916635316810454,0.008622720283445559,0.015882247625962582,0.015776590563127517,0.012780225193726846
0.1474749782546413,-0.009719985400620785,0.026741583332308368,0.01627899312036073,0.018413456043954675,0.018342608583068496,0.0059659106641194145
0.1557905326812734,-0.01616313971056902,0.031688902465383174,0.0222652493391022,0.021911199743338987,0.0277355351722302,-0.0016724252651757364
0.1645796569899802,-0.03211224630757913,0.026478211236414792,0.019023591023334053,0.02381889127835843,0.01960236846444402,0.00136866322253126
0.17273243829926743,-0.032440493956186575,0.019266112950223385,0.005393295805555866,0.024268174870779223,0.026077469912640608,0.0032231824098867008
0.1807336279043445,-0.031672348006423726,0.017937367541288766,0.01735327321484548,0.023016325695068805,-0.0065774700597541706,-0.007280464287992693
0.18858670905489272,-0.033371077911225094,0.028770567026103755,-0.0019135856890244978,0.01746445438931722,-0.013997985402483388,-0.00756126544626504
0.19646911972101086,-0.021075025712737852,0.01413644126847827,3.485681000562138e-05,0.011805812757715887,-0.0053558459701071506,-0.005666751825288013
0.20523535534165538,-0.012975905978365194,0.012964560069600417,0.011943556213515269,0.023967276163087074,-0.021613452697943465,0.010235087293578577
0.21248433874706238,-0.005537328174781668,0.02373322200312601,0.015260169283743914,0.02491738347205861,-0.015508169182095244,-0.003298884892693751
0.22108695350366134,-0.003074423055389508,0.01125728447938057,0.014262679445576625,0.01359216441568772,-0.017050844688123203,0.007057738000569774
